,emotion,gender,actor_id,intensity,statement,repetition,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
2483,sad,female,18,01,02,02,-646.0561,59.06975,5.2918262,-0.03487502,-2.7163794,-6.063514,-0.03043518,-17.069153,-13.046671,-2.8295386,-7.370578,-5.0940733,-6.9075847,-4.262824,-3.2072384,-8.146689,-5.5837917,-6.5393686,-5.919168,-8.389684,-6.27337,-5.041623,-8.264553,-4.581021,-5.9687986,-4.8470235,-4.761962,1.6885895,0.19867155,6.250985,4.9252176,6.5201616,5.5575824,6.3371425,5.702512,6.1681323,4.7876277,1.2467593,0.13326909,1.7704628
2484,sad,female,18,02,01,01,-467.2255,35.763836,-37.400204,-9.952671,-16.620823,-16.72577,-13.808838,-18.571163,-23.000425,-7.1967363,-0.6489339,-12.782825,5.272751,7.989597,4.6718903,8.0021925,2.5151834,6.6062,4.450709,6.0219707,-0.14727408,-0.6655569,-13.145078,-0.023001391,-3.1161008,-0.67039025,-6.2834873,-0.8188767,0.4208892,1.4594678,-6.9943023,-5.317038,0.48616597,1.2512549,-0.06790842,2.279648,0.29577753,1.444302,-2.5578334,1.415621
2485,sad,female,18,02,01,02,-450.70703,36.259308,-32.045452,-5.4628005,-13.701172,-18.851173,-15.925574,-20.546793,-23.465069,-6.498342,-1.5699079,-15.064424,0.012807758,1.2721614,-0.8750136,5.4757767,3.1294107,7.3114715,5.8166966,7.1083713,6.8252516,4.872274,-7.3663464,0.09065904,-4.125247,-1.1555195,-4.10094,-1.838324,-3.571215,1.8345636,-1.7679213,-3.9787235,-3.4466376,-0.7747214,0.2671206,1.8246531,1.4881365,2.405345,-1.7507644,-1.4155322
2486,sad,female,18,02,02,01,-444.09628,48.46134,-32.699474,-11.969019,-7.2091093,-25.266327,-17.504196,-24.271807,-26.96262,-3.395704,-1.1540406,-18.389502,-3.0753503,-2.6111126,-8.336241,-2.186287,-6.1560254,2.382428,3.7386959,10.262534,10.730332,17.225477,3.1547115,5.18002,-6.126148,-5.0021896,-4.496428,1.1633942,-0.108220614,-0.7427293,-5.876858,-3.0932975,-1.818146,0.16818468,-1.6902148,-2.626563,-2.5483267,2.3542314,-2.5490952,-0.33420455
2487,sad,female,18,02,02,02,-457.73868,35.269634,-30.752375,-9.052017,-7.799781,-22.752323,-16.158154,-16.412512,-26.67265,-2.3647335,-3.0313377,-17.579084,1.676052,-4.9878964,-4.599272,-2.3523848,-3.6383696,1.1350281,4.62004,9.027035,11.489775,13.962479,-0.5868845,3.474802,-3.772143,-2.8211224,-2.2546654,3.1355422,-3.0952497,2.893689,-7.3163123,-3.0338376,-2.6942008,-2.2474706,-3.185457,0.885504,-1.0696212,1.9774734,-2.0023582,0.73607254
2488,angry,female,18,01,01,01,-499.36346,61.32091,-28.566412,-0.43921334,-11.797357,-14.282424,-5.81881,-18.769062,-18.885437,-0.559242,-5.872506,-7.7521005,-5.185426,-7.506469,-4.8727655,-10.606193,-9.429537,-4.280278,-6.6224036,-3.6492572,0.17578313,1.4807162,0.5721649,1.4117209,-2.3572257,-3.304237,-4.372112,-0.13912776,-0.4682798,3.8176804,0.085654035,3.2635279,4.0452213,4.865235,2.7324574,2.6512322,0.016321035,-0.74218,-1.4126482,1.1314633
2489,angry,female,18,01,01,02,-481.38705,66.75214,-19.549143,3.823014,-14.405368,-8.205631,1.8827205,-19.1167,-18.839863,-3.762531,-6.0396795,-5.930639,-6.844101,-7.031486,-4.1871953,-6.2754903,-12.121611,-8.314213,-5.5258646,-5.8285074,-4.043058,-4.1753454,-2.9456534,0.62876445,-2.8421664,0.5020369,-1.6358347,1.9774952,-0.21707012,2.3746,-0.48074993,6.6335907,2.817545,5.1209364,1.9689555,4.540147,1.3062987,1.3827975,-0.5950368,1.5665528
2490,angry,female,18,01,02,01,-515.84186,45.69381,-12.356077,-1.7485695,-9.250028,-10.701275,-4.8391147,-15.738835,-17.737831,-4.63885,-6.2671857,-6.411854,-6.941853,-6.400234,-4.7604795,-7.9898043,-6.2573943,-4.6028743,-5.139136,-3.900477,-2.3228636,-2.7736783,-3.3252325,0.039830133,1.901695,4.403029,3.7027762,4.7197495,1.6882575,3.467971,-1.2548561,-0.06662293,-1.3948936,1.3858951,1.0956601,2.5792668,1.0172911,0.3747796,-1.1485384,-0.16704993
2491,angry,female,18,01,02,02,-531.7609,53.689167,-17.460512,-3.968026,-10.322915,-12.257404,-4.040047,-15.2826605,-17.364063,-6.030934,-5.1957936,-8.140788,-7.3616266,-5.8837624,-4.5404496,-9.019715,-6.1337714,-6.729181,-4.5253925,-1.8661606,0.60837275,2.069624,0.16622877,-0.9011136,-1.4497565,0.026701707,0.865871,5.583796,0.94513625,5.6127586,2.4154842,3.7447338,0.53359866,-0.5610018,-1.9850374,2.307129,0.9208067,0.3322296,-2.5672872,-0.2060566
2492,angry,female,18,02,01,01,-362.13962,3.878334,-38.45089,-5.7828126,-18.705658,-11.943297,-7.7621293,-5.7480125,-14.083721,-6.665329,-7.0480123,-8.74837,2.1776247,5.9031,14.945697,10.5874,4.704442,-4.8993964,-7.5298734,-2.5182424,1.397132,3.7478971,-5.7067747,-5.3813744,-3.498389,2.9440506,-1.7363063,-0.14516757,3.1403058,6.124842,-2.4520817,-1.1101036,-2.1604605,0.9031993,-1.7365999,0.16728815,-2.000031,1.3008524,-1.1623497,1.579912
2493,angry,female,18,02,01,02,-341.95438,-6.530597,-40.736446,-8.819789,-21.04656,-5.2545147,-8.522353,-5.9372425,-11.914268,-8.117786,-7.090325,-1.0116757,12.229346,16.011097,15.808569,-0.011652081,-6.514198,-8.892078,-4.721863,3.8654583,-3.500945,-5.0543118,-5.312693,4.9960375,2.829699,0.97680426,1.4572926,3.2132342,-0.48028305,-1.0238105,-4.229995,1.8177879,-1.7551231,-1.920802,-0.095056035,2.780665,0.79661185,1.4195564,-0.14810298,2.080547
2494,angry,female,18,02,02,01,-343.42502,-4.997642,-40.432503,-12.123798,-20.862703,-9.0071125,-10.345865,-7.4184117,-12.836838,-4.4653654,-10.924213,-10.221325,5.2468405,10.817145,17.536558,8.813291,-1.2729726,-9.0357685,-5.5110016,4.366668,-0.43950677,-3.337088,-9.858292,0.94872075,4.9504404,1.8041905,-2.5566301,5.5393424,6.103394,0.14043708,-9.758376,-1.103637,2.7160308,-1.20777,-3.4267862,1.4557427,-1.8678447,-2.2693026,1.5049675,6.4500694
2495,angry,female,18,02,02,02,-313.46646,-1.8961121,-45.23497,-15.804744,-24.788406,-6.284453,-8.169804,-8.179439,-12.529684,-6.2676616,-11.220401,-8.242172,4.103189,12.541908,18.668623,11.764421,-2.182075,-8.639356,-4.0101776,4.2155676,0.42024425,-1.60056,-11.639971,-1.9807117,2.0875504,2.2653568,0.068352506,2.4217083,3.385591,4.780195,-5.9576025,-2.2539802,0.4905243,0.104358494,-2.133204,1.431596,2.4951036,2.3862271,-1.0129795,3.3877428
2496,fear,female,18,01,01,01,-545.17523,51.207394,-14.514119,-8.721263,-5.2032905,-10.866519,-3.503448,-16.747496,-12.667609,-0.772275,-3.7389781,-10.180001,-1.787391,-5.3619967,-2.949793,-6.0639386,-10.552582,-5.6015987,-4.867494,-5.3414783,3.3232927,5.147439,5.1523366,13.450691,5.741201,6.9553323,2.0950804,2.611033,0.547489,4.908102,-0.5758713,1.3622744,-2.3431973,-1.3287702,-0.41693127,0.15088762,1.0867584,-0.109466314,-2.65125,-0.7172686
2497,fear,female,18,01,01,02,-571.0446,45.59889,-13.99728,-3.7586384,-1.7316012,-9.316616,-4.1960177,-12.35863,-12.507928,-6.0344024,-0.8816963,-10.618854,-0.20027275,-5.2109704,-2.6566017,-5.234599,-10.681834,-4.221429,-5.872325,-4.2380157,0.37899557,5.2900925,2.891479,11.987075,7.075323,7.6800485,4.1622334,4.904516,0.8578801,1.685185,-3.8778577,-0.38548538,-0.95541126,-0.04296616,-0.9271864,-1.4080051,-1.309098,0.17442827,-3.1308813,-2.2976294
2498,fear,female,18,01,02,01,-570.52814,45.281017,-1.5051047,-2.2028959,-0.928112,-5.7924566,0.18326771,-14.378805,-11.776612,-1.3474603,-4.2320366,-7.6787972,-0.7441416,-4.3170414,-0.8452052,-4.612198,-7.954947,-4.2987547,-5.712639,-5.9590454,-3.040577,-4.009635,-3.8345776,3.0535078,2.940466,9.419114,7.5381055,8.787916,6.17804,6.2721295,0.70956707,3.8737342,-1.0894237,2.2114232,-0.066901505,2.6436677,1.6695745,0.06845527,-2.9277008,-1.9340683
2499,fear,female,18,01,02,02,-546.6487,54.71831,-9.116855,-4.7173347,-1.2989248,-9.818577,1.0007899,-15.702929,-11.249676,-1.1204233,-4.9850674,-8.518133,0.027867787,-4.5364995,-1.5104346,-5.3667097,-11.342099,-4.2916293,-5.333337,-2.810086,1.0869244,-1.1297863,-1.33498,3.9258714,1.8048222,7.425773,5.6476765,9.158491,7.1829042,8.075408,-0.16512659,2.2794797,-0.85606706,2.352818,1.9279864,0.643039,-0.22405893,1.0150244,0.7507622,0.44465587
2500,fear,female,18,02,01,01,-447.03372,30.767841,-29.097792,-9.836406,-9.563308,-13.108776,-8.317015,-10.637915,-20.402704,0.69764006,-1.596083,-12.803429,-1.6953743,-3.4762344,-3.5359635,0.568548,3.8286805,8.686371,10.080239,7.734982,7.0862,5.0018,-6.509275,2.2726114,-2.9550486,-1.6984801,-2.0037224,-2.2101643,-4.5466094,1.167625,-1.1549454,-0.027211174,-4.8135686,1.5756783,-0.18950363,2.063816,0.6207875,1.2040038,-0.8960908,-0.35781965
2501,fear,female,18,02,01,02,-409.36996,34.269463,-31.106445,-8.7594185,-9.01701,-12.454824,-8.974317,-12.308077,-19.699669,0.7293436,0.10344708,-11.014712,-1.7664027,0.60984904,-4.158974,-0.21027216,0.5833101,11.524486,16.641481,12.893613,8.53839,-0.0879499,-8.590911,2.8030255,-0.5984853,-0.6159257,-5.667425,-1.3211337,-4.2915134,2.2376146,-3.7942734,-2.4170775,-4.555028,1.6009252,2.1146817,1.7709181,0.28049135,2.218404,1.5105788,0.49730167
2502,fear,female,18,02,02,01,-467.61194,31.28505,-17.47709,-7.324313,-5.149419,-10.217957,-10.523033,-15.639385,-16.446884,1.426581,-4.1638474,-11.389481,-2.1237204,-5.5983133,-7.8855824,-4.2468925,-1.1462226,7.4847198,9.333196,12.744015,7.9296923,5.3122344,-1.8528036,2.5083053,-1.3343846,0.17280708,-4.46757,-0.47716394,-4.046563,-0.19296676,-1.0711534,-1.0463865,-4.3163133,-0.18855238,-0.2909811,3.605974,0.7961407,1.6032226,-1.2558249,1.8205903
2503,fear,female,18,02,02,02,-432.95065,26.260145,-29.637066,-11.556087,-8.094817,-16.410187,-10.68034,-13.0747175,-22.433323,-1.2677805,-4.018855,-11.716613,-1.8416396,-4.51007,-4.8539214,0.08275064,2.4721358,11.649625,11.5987215,10.342006,9.354617,4.9050922,-5.982663,1.4497608,-1.8170632,-0.659567,-3.9021695,-2.081944,-3.538671,-0.12704174,-4.769633,-0.5971659,-1.9322846,4.969596,-0.5947406,2.7098277,1.2559545,2.6029484,-2.3167331,-0.8784593
2504,disgust,female,18,01,01,01,-548.6112,71.90276,-3.7313135,5.6493134,-12.346653,-5.3995576,-2.4287932,-14.325481,-14.955541,-5.642365,0.22906649,-9.904586,-3.242325,-4.7073374,-4.71365,-8.481652,-11.776472,-4.167777,-6.5648136,-8.550757,-4.2737,-5.0002317,-8.289632,-1.8663272,-4.617888,0.8411846,-2.0766664,-0.48224604,-1.8463197,1.0554484,-1.20817,2.7785172,0.1354042,4.2228923,2.0708714,3.6874924,2.540141,3.2620177,0.010791955,0.79103607
2505,disgust,female,18,01,01,02,-500.33325,63.32829,-14.020966,-0.685939,-11.77713,-7.4482517,-3.2030966,-17.11806,-17.433273,-0.34607545,-3.8839986,-13.013019,-1.659925,-5.6524644,-8.094302,-10.154852,-10.967935,-5.384174,-8.578976,-9.9496975,-3.5116196,-7.2443433,-6.8888297,0.007511315,-2.6007574,2.3120334,-0.51665837,0.83724856,-1.3337557,1.509037,0.8830888,5.3834343,3.9453828,5.583664,2.1584976,2.9335191,1.9646204,-0.110274285,-2.5207257,0.7374809
2506,disgust,female,18,01,02,01,-537.94934,57.527817,-9.685049,-8.173034,-7.0080094,-3.7149215,-9.465593,-17.062384,-14.782174,-2.6767669,-2.5980947,-8.943451,-3.4924726,-6.5126467,-1.2407787,-9.463143,-9.210421,-4.86161,-9.627248,-6.733898,-2.0151138,-3.7165759,-4.9432306,2.2819731,-2.9049087,4.0494432,-1.9214933,-0.06568533,-0.66508436,0.57993424,0.039287273,2.9856513,1.5209167,5.3440456,4.0522957,4.081165,2.9776094,2.5775437,-2.6699483,0.9284127
2507,disgust,female,18,01,02,02,-500.0684,60.01821,-9.080649,-8.5582285,-5.49571,-10.689308,-11.530812,-20.426,-16.746855,-5.2616024,-4.827371,-11.608577,-2.874091,-7.4617486,-5.2932425,-7.389966,-9.139,-4.9903603,-8.013336,-7.2693377,-5.432401,-3.9904785,-5.013064,1.4802698,-1.3582251,3.4468102,1.5274912,3.6901236,1.6268407,7.141134,3.8557897,5.352412,1.6481328,1.9355776,0.59593445,3.2886193,1.4564273,2.2416987,-1.2800344,1.9922485
2508,disgust,female,18,02,01,01,-443.78705,26.69506,-32.96608,1.6532388,-20.482964,-15.57472,-7.071418,-16.703299,-24.037163,-2.8432353,-9.372485,-10.689584,-6.3504643,-9.974448,-5.6230884,-8.94877,-3.8692937,4.8290715,8.315236,11.013836,8.539651,4.188866,-0.52181023,1.052435,-0.9008158,-1.4215711,-1.3887687,-0.33391666,-3.4587548,-0.6679596,-3.4035532,0.22967602,-0.016497575,3.8684354,1.3109789,1.840764,1.5018235,2.708694,-1.0535063,1.1904303
2509,disgust,female,18,02,01,02,-432.9739,40.79972,-25.95175,-2.6776166,-19.235506,-12.009965,-9.699855,-19.281322,-21.625645,-4.963832,-6.0839853,-12.179732,-7.3055353,-8.421631,-8.659982,-12.308898,-11.167644,-6.6394405,-3.704924,1.0891188,6.6300755,6.089161,6.670729,7.3665338,5.8465834,8.107731,1.1317099,-0.34852636,-3.9680762,1.5528421,-0.09333073,-0.035828047,-4.257418,-3.352253,-2.0094378,1.0752014,-0.2015449,0.457567,0.21015109,2.4647121
2510,disgust,female,18,02,02,01,-420.3709,44.52578,-22.227682,-8.9634695,-13.090328,-16.138023,-8.283209,-19.932014,-18.255726,-0.9703698,-7.4027557,-8.418692,-4.9632206,-7.558103,-7.353501,-13.166939,-9.429207,-7.1124034,-4.808067,-0.11330003,4.1800737,2.8976097,0.7040119,4.263043,0.686491,3.0643291,2.6344237,4.348614,-0.96695125,0.046574518,-2.5188906,0.73387617,-3.8748457,-1.7258542,-2.170857,0.3432906,-0.99660504,0.454243,-1.1778,1.5167054
2511,disgust,female,18,02,02,02,-397.3232,31.109856,-27.877607,-10.088691,-15.185911,-15.168855,-9.230928,-17.974628,-19.594084,-1.6682628,-8.5701065,-13.018794,-5.657017,-11.0330105,-6.431169,-7.272606,-3.3354673,2.7276902,1.7931199,1.5265666,-2.3875847,-0.09173425,1.6421261,6.9127827,4.8544197,1.2584318,-1.2304338,-0.060420126,-0.67713755,-0.89880407,-4.3277597,0.2221016,1.9240819,3.0733428,0.47676736,2.9971535,-0.27803656,-0.1398517,-3.3617089,-8.386465e-05
2512,surprise,female,18,01,01,01,-624.0207,54.73461,-5.306671,4.714847,-4.8049974,-11.995785,2.1932425,-21.116545,-11.753271,-10.54643,-9.686969,-7.008454,-8.252675,-4.812594,-3.8295155,-5.1503825,-8.27633,-1.6909233,-1.6568416,-2.1302354,-4.9520483,-6.1084476,-3.573181,-2.359848,-3.5028174,0.7237981,3.148094,5.906303,4.773497,6.656881,0.71074206,4.1129003,0.15712024,4.5634894,3.68105,5.2493806,1.6187414,1.405094,-0.42342913,-0.117826216
2513,surprise,female,18,01,01,02,-642.42145,51.66313,8.13878,3.764709,-4.909401,-6.9285264,2.4913406,-16.28946,-10.810032,-7.688432,-6.846285,-6.988542,-6.113715,-2.537864,-5.502985,-4.755137,-7.267508,-7.520913,-3.4265227,-2.7944305,-4.7572136,-6.327103,-4.8043795,-1.2241111,-5.0277333,-2.3696373,0.02935703,1.5905956,0.7469353,4.3392925,-1.4341483,3.9239776,-0.45915174,2.1985571,0.07481384,3.3977509,1.5815585,1.639755,0.5145909,2.6063213
2514,surprise,female,18,01,02,01,-601.0058,44.613247,10.073835,-4.956748,-3.2310553,-9.250388,2.5116544,-16.412642,-11.487393,-7.754556,-10.737032,-7.24643,-9.22719,-3.9801733,-5.0168533,-6.5439167,-5.8228374,-6.662337,-7.513154,-3.5855832,-4.3104677,-4.742881,-3.0457935,1.7436991,-4.113022,-0.42397055,-0.5998265,2.1606083,-1.5675936,3.7638934,-0.786169,1.7085991,-0.96495485,2.8175108,0.8976182,1.9352045,1.7534356,2.040286,0.5697139,2.334343
2515,surprise,female,18,01,02,02,-636.5739,47.10837,7.28526,2.4785957,-0.90710145,-4.105946,2.2184567,-12.520928,-10.251599,-7.6407847,-9.375204,-6.9305954,-8.823969,-3.5484922,-3.5673447,-6.9127665,-7.3788643,-5.89229,-4.9040627,-4.2161894,-3.7924752,-5.1617794,-4.970162,-0.30240133,-3.8602605,0.08240286,0.440194,3.2763488,1.3835124,4.902729,-0.40003908,1.990612,-0.901033,2.431889,0.8024247,3.2096045,0.6610956,0.44308648,-0.64164585,0.29093212
2516,surprise,female,18,02,01,01,-555.28235,36.625336,-6.189848,2.0336084,-2.5153263,-1.6724759,3.6542861,-8.694669,-8.860526,-7.402739,-7.9651995,-4.211914,-5.068619,-2.9098127,-3.846998,-2.4675424,-6.482954,-2.3451679,-1.8239253,-0.19373345,-0.31921434,0.46884543,0.71328986,2.2903194,-0.05805852,2.236802,2.5673606,4.988277,4.6885095,4.472359,0.6818872,4.412445,-0.71359885,1.0787147,0.80562216,1.015478,-0.044711422,0.179411,-2.0076022,-1.1379963
2517,surprise,female,18,02,01,02,-566.6529,37.013012,1.070439,-0.64112175,-8.652229,-3.676801,4.4408097,-9.645171,-12.782886,-8.552244,-8.418808,-5.700185,-7.516277,-2.0544014,-7.689456,-4.6330423,-5.4007773,-5.076913,-3.1797879,-2.3983097,-0.03239335,-0.64052844,0.5983906,3.799,-0.9238786,1.9024285,2.8278086,1.3211175,2.7203894,4.5445137,1.2755946,4.207771,-0.02187723,2.5034811,1.1172839,2.6184247,0.24139346,0.75194645,-1.5295662,-0.81051874
2518,surprise,female,18,02,02,01,-521.7702,40.09233,5.943527,-2.7301729,-6.943143,-9.272632,1.1528108,-16.22621,-17.307497,-10.769679,-12.863361,-7.8544803,-8.501106,-3.914836,-7.6241302,-5.0289493,-8.852949,-7.578427,-4.6214666,-3.5132859,-2.4392264,-3.0344093,-2.8075204,0.9295333,-2.6595516,3.5186503,2.7757041,4.2472725,2.4416046,1.8853548,-1.2015203,2.1852152,-3.074492,0.014370992,-0.03547698,1.6648917,-0.2717015,1.5094585,0.32494032,0.84591454
2519,surprise,female,18,02,02,02,-546.5673,32.63834,-0.056999616,-0.43565708,-7.4718056,-1.2295258,3.8135405,-7.7348437,-9.995386,-6.9209366,-7.4424996,-4.694148,-5.009713,-1.7468332,-5.3266397,-2.1926818,-4.591738,-3.1904535,-0.6372063,1.9432865,0.735944,2.5039175,1.8287078,3.9294357,0.9584508,4.664138,4.362797,3.177344,2.9239614,3.569834,1.7212055,3.502556,-2.1245499,0.511861,-1.3528808,0.52777123,0.23196012,1.8108233,-1.5289074,-0.47449487
2520,neutral,male,19,01,01,01,-691.22656,87.966225,13.260959,21.266138,8.170697,7.8127756,2.8953605,-3.5821507,-7.0382996,0.79490817,1.4848727,-4.002175,5.9853377,2.7906847,-5.451109,7.91631,-2.1514597,-1.3497533,3.3695245,2.6271863,-5.945821,0.32026848,-2.5500228,-1.6897855,0.020770492,1.5273112,-0.76183707,2.6423259,0.19281471,1.1842234,2.2175994,-0.24991691,-1.3792962,2.2726274,-1.8725877,2.1454656,-1.8009827,-2.2760956,-3.226852,-0.64038867
2521,neutral,male,19,01,01,02,-691.67505,86.39425,11.039418,22.885809,7.33108,6.1659493,-0.0925748,-6.092773,-11.205575,-0.17644133,0.15593302,-3.8776116,4.2741523,0.6753735,-5.178955,5.312542,-2.2440808,-3.4513283,3.1326122,2.957156,-5.11505,-0.8072281,-3.2686846,-3.6088436,-0.6114692,0.22200961,-0.65514034,1.7606435,0.33462265,1.4810613,2.0852637,-2.0971906,-1.2072011,2.141236,-0.43158045,2.0454252,-1.9801667,-0.42052191,-1.6461519,0.1865476
2522,neutral,male,19,01,02,01,-692.0053,77.01072,12.175386,26.54702,9.361093,10.25372,1.3411775,-3.9731946,-10.929956,3.6187828,1.7881165,-5.084009,4.8844876,0.8611369,-4.3591275,7.3963137,-0.43086004,-1.9955461,4.9980965,1.8662803,-4.953149,1.0855454,-2.4548702,-3.4008846,-0.770895,0.15203214,-1.589985,1.1312873,-1.7659669,-0.32551098,1.053527,-1.873428,-1.1931096,1.7239037,-1.1632527,1.5788078,-1.5033449,-1.7062528,-2.9003475,-0.37690166
2523,neutral,male,19,01,02,02,-676.97284,72.21861,12.1223135,24.501627,7.3927355,9.62779,-1.2049173,-8.179451,-10.265154,0.5888932,-0.067334644,-5.832422,4.5491123,0.5069261,-4.9481215,7.7144284,-0.96928364,-4.007654,5.348562,1.2622831,-5.5965815,1.455046,-4.061583,-3.4612477,-1.1401722,-0.021130947,-2.155495,0.71850973,-0.73021966,0.8978868,-1.2266011,-1.4156338,-1.188362,1.1590052,-0.5597965,-0.17048205,-3.7623231,-3.5529187,-3.5037303,0.103226885
2524,calm,male,19,01,01,01,-722.41064,76.46324,26.647888,25.516941,11.231137,15.905756,-2.612972,-1.739953,-2.9600267,0.5137829,2.2441216,-2.4169,-1.1421787,-1.2335951,-0.064892575,6.184492,-1.3553036,-0.99605644,2.8432534,1.5600133,-3.3592646,2.6073513,-6.011815,-1.7222055,-1.5385878,1.17785,-1.727395,4.2202053,-1.1444838,2.5178332,-1.6424116,-0.47011632,-2.4040616,1.12815,-0.714771,1.7926819,-1.642669,1.182019,-2.310761,1.1378527
2525,calm,male,19,01,01,02,-706.13434,83.41756,25.335562,27.589298,14.030511,12.103056,-1.8636638,-1.0688903,-7.4684567,2.226217,2.240786,-0.6861802,-0.94620043,0.28852892,-2.8794258,4.692957,-3.6019127,0.55320317,0.6709496,1.988586,-3.2709932,2.1634066,-4.6965537,-2.5324407,-0.40172482,0.284375,0.6913521,0.86500645,-1.822596,-0.14323355,-1.1292342,-1.6694642,0.60202545,2.2618535,-1.4519674,1.6489196,-4.2397614,-0.166995,-0.6611962,1.8288037
2526,calm,male,19,01,02,01,-711.22644,72.56615,22.34525,32.3575,11.4471445,13.647932,3.663461,-1.1915764,-10.064278,4.3894196,1.0381981,-2.427068,2.5255842,-0.10083362,0.4009944,4.1076474,-2.8035612,1.0921528,3.9254076,0.047091275,-2.1801867,1.472062,-3.9714367,-2.4849033,0.5139791,1.8796932,-1.2647904,2.9710462,-0.06863206,0.7964659,-1.4919652,-0.39571792,0.7803369,0.010362579,1.3169771,2.0095994,-0.8942399,0.8699397,-0.04883587,2.638656
2527,calm,male,19,01,02,02,-723.6112,70.23929,27.134567,32.51246,12.594711,16.127651,0.039053798,-1.79867,-2.4390574,5.065376,6.441696,-0.55152,0.75249076,0.11531928,0.12733757,3.9749446,-0.39824945,-0.43185157,2.5905712,3.9771383,-5.050312,2.8457088,-5.422419,-0.96363306,-1.1785239,3.2999792,0.37097865,2.3384502,-0.88512367,-0.6178886,-2.5274663,1.6199131,-0.04939986,4.7004285,2.9900858,2.3788695,-1.6740227,-1.1711221,-2.8988547,1.8593829
2528,calm,male,19,02,01,01,-603.74005,82.182495,17.474117,22.171549,4.6234827,8.089508,-10.390572,-5.8141584,-15.069133,-9.625696,-3.2267563,-13.179213,-0.019789476,-4.84994,1.0430523,8.101086,-7.520463,-6.9783683,5.1996355,-3.1389678,-6.4600296,1.4539682,-8.665035,-3.3711615,-3.8963265,0.2170409,-2.5757244,-0.38747102,-2.1666923,-1.3224247,-2.4538674,-1.4634119,-0.80576193,3.1566947,-2.241725,2.9829814,-4.045762,0.8552797,-3.435718,2.7389152
2529,calm,male,19,02,01,02,-615.77527,78.671585,18.312737,25.23433,13.386144,10.376249,-1.3570087,-1.7229258,-6.5391526,-0.4928501,-3.166056,-6.1597743,2.070014,-2.976143,1.495497,5.491349,-4.587732,-0.49273488,2.745352,-0.51011723,-4.0623913,3.896629,-7.856766,-1.9964869,-0.9245865,1.4358164,-0.85347724,3.044156,-2.522786,-0.067617096,-3.19893,-1.3820188,-0.81103396,1.6139003,-1.957311,1.1285112,-5.066133,-2.6921132,-6.0590587,-1.6910204
2530,calm,male,19,02,02,01,-618.7811,78.032486,25.987268,32.751358,13.41543,13.634649,-3.7477055,-7.9571223,-7.663923,1.8095499,-0.28919566,-6.171971,1.0405235,-5.2241855,-3.6914315,5.7963047,-5.1618266,-3.3356214,2.8657455,0.90648663,-10.244574,3.4511957,-8.037838,-2.38625,-4.9297547,1.9364692,-2.5503588,-0.0905127,-2.7345257,-0.6889274,-4.1118155,-2.4794533,-2.2725987,1.913866,-1.2251256,1.8903055,-2.1518288,-1.4058923,-2.6297278,0.9135091
2531,calm,male,19,02,02,02,-626.98376,83.6784,22.127213,30.630297,13.055867,10.985902,-7.824124,-6.6288285,-15.420227,-2.8951263,-5.5541143,-6.4737406,2.4579654,-0.5959781,0.5225926,9.120998,-7.221877,-9.248469,6.683594,-2.7387922,-7.4259624,2.965467,-7.3600006,-2.2852545,-3.0944543,-0.8671997,-0.50384575,1.5061378,0.18971851,-1.8896158,-3.0686917,-0.21074612,-0.9237813,4.148381,0.28905237,2.5985942,-2.3962834,-2.477555,-2.0230818,-1.5154282
2532,happy,male,19,01,01,01,-614.89734,87.0605,8.357561,12.268736,2.8637788,8.227593,-8.534515,-7.59978,-10.812525,-2.919449,5.4065447,-8.078211,-2.902631,-1.3090229,-1.9188964,-0.798934,-4.327907,-0.6733336,1.5973886,-0.8433914,-3.6022127,0.28293043,-3.6912372,-4.80791,-0.3699924,-1.5343109,-2.1465552,0.38272938,-2.8999586,0.29728884,-3.299065,-2.6079512,-1.7662934,-1.2163413,-2.8849564,-0.68733495,-4.246104,-2.417129,-1.9153849,4.239842
2533,happy,male,19,01,01,02,-572.7882,78.789215,6.5586042,19.020733,2.3186243,11.506862,-3.9665,-6.58654,-7.2941723,-6.1105604,3.4082408,-11.815127,-1.9274399,-0.35344106,-4.0407968,-0.24220079,-4.2120557,1.700786,0.21003148,-2.387314,-4.023871,-1.4286551,-5.1012716,-4.009398,-3.698533,-1.2789934,-2.1962154,3.0368333,-2.3596838,2.4319327,0.8386257,1.7031686,1.6653438,3.7723742,3.500635,5.857786,1.8058709,2.5280423,1.0721751,5.221281
